.Name,.Symbol,AverageDailyVolume,BookValue,DaysRange,DaysVolume,DividendYield,EBITDA,EPS,EPSYearGrowthEstimate,MarketCapitalization,OneyrTargetChange,PEGRatio,PERatio,PercentChangeAfterHours,PercentChangeFromTwoHundreddayMovingAverage,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,Sector-Consumer Discretionary,Sector-Consumer Staples,Sector-Energy,Sector-Financials,Sector-Health Care,Sector-Industrials,Sector-Information Technology,Sector-Materials,Sector-Real Estate,Sector-Telecommunication Services,Sector-Utilities,ShortRatio,TwoHundreddayMovingAverage
Thermo Fisher Scientific Inc Co,TMO,1688030,54.74,0.01027976577748851,886616,0.39,4530000000,5.09,0.10250817884405672,59840000000,0.12804163955757986,1.57,30.11,-0.004294079375406601,0.0191,2.81,16.71,15.16,3.28,0,0,0,0,1,0,0,0,0,0,0,2.80,150.40
"TripAdvisor, Inc.",TRIP,2952130,10.42,0.02298300215465647,1922392,0,215000000,0.82,0.20661157024793386,6050000000,0.12042135503950191,5.81,51.18,-0.006703375628441477,-0.1711,4.01,34.69,28.75,4.07,1,0,0,0,0,0,0,0,0,0,0,3.95,50.63
"T. Rowe Price Group, Inc.",TROW,2085080,20.46,0.015111235483419593,1308046,3.25,1930000000,4.75,0.04216867469879526,17350000000,0.02140758360151107,1.47,15.00,-0.006716104659297617,0.0066,3.49,14.31,13.73,4.12,0,0,0,1,0,0,0,0,0,0,0,6.66,70.79
"The Travelers Companies, Inc. C",TRV,1359190,83.05,0.009186351706036665,1086510,2.22,5120000000,10.28,0.04012671594508954,33770000000,-0.0010662729658792447,4.29,11.75,-0.0040190288713910505,0.0281,1.47,12.75,12.26,1.24,0,0,0,1,0,0,0,0,0,0,0,4.33,117.45
Tractor Supply Company,TSCO,2142550,11.11,0.018410700236034756,2174171,1.51,839840000,3.27,0.10857142857142854,8330000000,0.2616837136113299,1.38,19.48,-0.00031471282454753613,-0.1093,5.72,18.52,16.42,1.23,1,0,0,0,0,0,0,0,0,0,0,3.72,71.53
"Tyson Foods, Inc. Common Stock",TSN,2802210,26.01,0.02156376047161031,4011303,1.46,3780000000,4.96,-0.0020000000000000018,23950000000,0.07043127520943226,5.59,13.16,-0.0007756748371082756,0.0149,2.48,13.05,13.07,0.64,0,1,0,0,0,0,0,0,0,0,0,3.54,64.28
Tesoro Corporation Common Stock,TSO,2448950,46.79,0.032002015875015645,2369740,2.76,2089999999,6.12,0.20629370629370647,9020000000,0.30527907269749255,-0.61,12.61,-0.007433539120574539,-0.0806,1.70,13.74,11.19,0.39,0,0,1,0,0,0,0,0,0,0,0,4.65,83.98
"Total System Services, Inc. Com",TSS,1292920,11.45,0.009287338893100872,930763,0.77,854360000,1.73,0.10862619808306717,9720000000,0.12452615617892349,1.44,30.58,-0.0036012130401819054,0.032799999999999996,4.61,16.93,15.27,2.32,0,0,0,0,0,0,1,0,0,0,0,1.46,51.31
Time Warner Inc. New Common Sto,TWX,3185610,31.52,0.008571140465866779,3527255,1.64,8570000000,4.95,0.09915966386554609,77160000000,0.0619138852475547,1.51,20.11,-0.0013108803065442487,0.0677,3.15,16.75,15.24,2.62,1,0,0,0,0,0,0,0,0,0,0,2.64,93.33
Texas Instruments Incorporated,TXN,5268780,10.52,0.0189278455284554,4529140,2.57,5700000000,3.48,0.07629427792915533,79580000000,0.042174796747967536,2.12,22.89,-0.0026676829268291735,0.0642,7.49,21.69,20.15,5.89,0,0,0,0,0,0,1,0,0,0,0,2.94,74.81
Textron Inc. Common Stock,TXT,1862550,20.62,0.01985058697972251,2613630,0.17,1590000000,3.53,0.16666666666666652,12790000000,0.12956243329775874,2.31,13.42,-0.00469583778014937,0.030299999999999997,2.27,18.35,15.83,0.92,0,0,0,0,0,1,0,0,0,0,0,2.60,45.95
"Under Armour, Inc. Class C Comm",UA,5165290,4.63,0.010118043844856645,1405236,0,562240000,0.44,0.29268292682926833,7790000000,0.29286115795390666,8.66,39.91,-0.003372681281618828,-0.2569,3.84,43.32,33.51,1.62,1,0,0,0,0,0,0,0,0,0,0,3.55,23.90
"Under Armour, Inc. Class A Comm",UAA,6124650,4.63,0.012493492972410121,3585263,0,562240000,0.44,0.23809523809523814,8380000000,0.16345653305570007,2.56,42.92,-0.00676730869338904,-0.3031,4.15,45.48,36.73,1.75,1,0,0,0,0,0,0,0,0,0,0,9.75,27.41
United Continental Holdings,UAL,4283730,27.52,0.04846686449060346,11002889,0.00,6850000000,6.85,0.19331395348837233,21320000000,0.1781828458386321,-1.54,9.89,0.00282605623851917,-0.0058,2.57,9.76,8.25,0.61,0,0,0,0,0,1,0,0,0,0,0,3.79,68.14
"UDR, Inc. Common Stock",UDR,1400270,11.40,0.010092744135297258,824376,3.44,605530000,1.08,-0.032258064516129115,9830000000,0.0008183306055646877,-3.40,34.03,-0.0010911074740861393,0.046900000000000004,3.22,118.55,122.50,10.16,0,0,0,0,0,0,0,0,1,0,0,5.52,35.10
"Universal Health Services, Inc.",UHS,737198,46.91,0.0389344262295082,1396395,0.33,1700000000,7.14,0.0987499999999999,11580000000,0.1492622950819673,1.78,16.79,-0.003278688524590234,0.0102,2.60,14.99,13.64,1.21,0,0,0,0,1,0,0,0,0,0,0,2.73,118.68
"Ulta Beauty, Inc.",ULTA,632376,24.95,0.0076985556379560215,291893,0.00,868240000,6.52,0.209158415841584,17570000000,0.08450753964049862,1.70,43.38,-0.0014832079669456766,0.0751,11.35,35.01,28.95,3.62,1,0,0,0,0,0,0,0,0,0,0,1.87,263.11
UnitedHealth Group Incorporated,UNH,3683970,40.20,0.015133389161382947,5524102,1.52,14510000000,7.25,0.12618296529968465,160360000000,0.1062926187342983,1.13,23.25,0.01722694102165323,0.07339999999999999,4.16,17.73,15.74,0.86,0,0,0,0,1,0,0,0,0,0,0,2.33,157.07
Unum Group Common Stock,UNM,1250480,39.02,0.01713532513181022,1506078,1.79,1620000000,3.95,0.06845965770171158,10310000000,0.05821616871704749,1.55,11.38,-0.009885764499121374,0.033,1.17,10.99,10.29,0.94,0,0,0,1,0,0,0,0,0,0,0,2.85,43.52
Union Pacific Corporation Commo,UNP,3801380,24.43,0.014059256463483761,2767039,2.31,9310000000,5.07,0.1276595744680853,86460000000,0.08794112096621998,1.65,20.95,-0.0047178712964710545,0.0337,4.34,18.84,16.70,4.33,0,0,0,0,0,1,0,0,0,0,0,2.80,102.78
"United Parcel Service, Inc. Com",UPS,3303030,0.47,0.011252026318298775,3042310,3.09,7700000000,3.87,0.08403361344537807,90570000000,0.07208925336130445,2.08,26.90,-0.0033374654333938603,-0.0583,225.04,17.50,16.16,1.50,0,0,0,0,0,1,0,0,0,0,0,2.66,110.54
"United Rentals, Inc. Common Sto",URI,1692340,19.57,0.021248449772633262,1339190,0,1720000000,6.45,0.10645161290322558,10110000000,0.037040099214551425,1.06,18.58,-0.009756097560975618,0.11460000000000001,6.18,12.89,11.65,1.77,0,0,0,0,0,1,0,0,0,0,0,4.45,107.53
U.S. Bancorp Common Stock,USB,6925690,24.63,0.014444004748713829,9697193,2.24,0.00,3.24,0.10601719197707715,84360000000,0.0866640284922835,2.56,15.37,-0.006529481598733677,-0.0118,2.05,14.27,12.90,4.42,0,0,0,1,0,0,0,0,0,0,0,2.86,50.40
United Technologies Corporation,UTX,2985390,34.10,0.007592478149554284,2722107,2.36,10040000000,6.12,0.07022900763358786,91510000000,0.04943939260174801,2.57,18.56,-0.0029133927783172586,0.0444,3.32,17.34,16.20,1.59,0,0,0,0,0,1,0,0,0,0,0,2.65,108.73
Visa Inc.,V,7899750,11.20,0.0075715399176039064,6823460,0.74,11010000000,2.58,0.16265060240963858,208540000000,0.09186059458857598,1.66,34.78,-0.0018928849794009883,0.0725,8.02,27.03,23.25,13.06,0,0,0,0,0,0,1,0,0,0,0,5.77,83.66
"Varian Medical Systems, Inc. Co",VAR,976850,18.45,0.011091194263948119,1392373,0.00,633400000,3.51,0.10025706940874035,8260000000,-0.05467174546269338,2.60,25.17,-0.005153484203450631,-0.0124,4.84,22.73,20.66,2.59,0,0,0,0,1,0,0,0,0,0,0,8.93,89.52
V.F. Corporation Common Stock,VFC,4194160,11.93,0.009992732558139613,2312676,3.07,1930000000,2.55,0.08524590163934431,22840000000,-0.018895348837209336,2.25,21.66,-0.003997093023255793,0.025,4.61,18.09,16.66,1.90,1,0,0,0,0,0,0,0,0,0,0,7.67,53.81
Viacom Inc.,VIAB,3999860,11.23,0.017288444040036353,1955463,1.83,2860000000,3.48,0.07272727272727275,17500000000,0.054367606915377564,1.83,12.65,-0.005459508644222066,0.1066,3.91,11.45,10.68,1.38,1,0,0,0,0,0,0,0,0,0,0,2.74,39.84
Valero Energy Corporation Commo,VLO,4443610,44.35,0.023316459579690075,4606085,4.33,5520000000,4.93,0.23780487804878048,28930000000,0.10308329498389313,0.56,13.00,-0.003988341770210013,-0.0023,1.47,13.04,10.53,0.42,0,0,1,0,0,0,0,0,0,0,0,3.70,64.30
Vulcan Materials Company (Holdi,VMC,1571980,34.55,0.016668076825450535,752956,0.85,949850000,3.09,0.3425,15470000000,0.16693459683560352,1.35,37.84,-0.005161181148997329,-0.0375,3.42,29.23,21.77,4.35,0,0,0,0,0,0,0,1,0,0,0,1.85,121.45
Vornado Realty Trust,VNO,853284,30.99,0.010479332427711995,616229,2.80,1400000000,4.34,0.09589041095890405,19470000000,0.11051814477003696,1.10,23.75,-0.004754511934795369,0.0146,3.33,47.02,42.90,7.28,0,0,0,0,0,0,0,0,1,0,0,4.42,101.49
"Verisk Analytics, Inc.",VRSK,776127,7.98,0.013613088547520963,527933,0,937200000,3.46,0.09726443768996962,13410000000,0.0834270013737981,2.34,23.33,-0.004496065942300453,-0.0149,10.03,24.51,22.34,6.68,0,0,0,0,0,1,0,0,0,0,0,3.57,81.85
"Ventas, Inc. Common Stock",VTR,1908790,29.54,0.01944106925880925,2227171,4.76,1830000000,1.86,0.04705882352941182,23690000000,-0.039945321992709615,5.55,35.97,0.0,0.06,2.23,39.29,37.52,6.77,0,0,0,0,0,0,0,0,1,0,0,3.50,63.01
Verizon Communications Inc. Com,VZ,15410700,5.53,0.019463224749026897,19691292,4.75,43400000000,3.21,0.02864583333333348,200660000000,0.05613603769719311,7.55,15.33,-0.003892644949805457,-0.0155,8.83,12.85,12.52,1.58,0,0,0,0,0,0,0,0,0,1,0,1.92,50.00
Waters Corporation Common Stock,WAT,548377,28.77,0.016334053641794796,372823,0.00,727310000,6.41,0.08677098150782347,12590000000,0.0007626795474768855,2.63,24.53,-0.00432185076903524,0.071,5.47,22.37,20.58,5.81,0,0,0,0,1,0,0,0,0,0,0,4.53,146.83
"Walgreens Boots Alliance, Inc.",WBA,3753150,27.82,0.0064958498736917124,2894280,1.82,7730000000,3.89,0.10843373493975883,89520000000,0.12498496331047759,1.21,21.29,-0.006375556357512302,-0.0044,2.99,16.63,15.00,0.77,0,1,0,0,0,0,0,0,0,0,0,3.43,83.19
"WEC Energy Group, Inc. Common S",WEC,1879240,28.29,0.007876599934361616,1621807,3.43,2440000000,2.96,0.06129032258064515,19240000000,-0.011650804069576637,3.49,20.59,0.00016409583196597133,0.0446,2.15,19.66,18.53,2.57,0,0,0,0,0,0,0,0,0,0,1,4.16,58.36
Wells Fargo & Company Common St,WFC,18240800,35.73,0.011001517450682822,22257525,2.96,0.00,4.00,0.08571428571428563,262079999999,0.11305007587253413,1.65,13.11,-0.006828528072837625,-0.0202,1.48,12.49,11.50,3.11,0,0,0,1,0,0,0,0,0,0,0,2.14,53.53
"Whole Foods Market, Inc.",WFM,5792100,10.34,0.022595596755504085,6975184,1.65,1370000000,1.38,0.015037593984962516,11090000000,-0.15440324449594445,-9.63,25.14,-0.0011587485515645035,0.1496,3.34,26.18,25.79,0.70,0,1,0,0,0,0,0,0,0,0,0,8.92,30.29
Whirlpool Corporation Common St,WHR,809123,64.10,0.013968629772122012,1023200,2.36,2180000000,11.50,0.12692307692307692,12520000000,0.18159218703758517,0.81,14.62,-0.0018940514945249287,-0.0181,2.64,10.78,9.56,0.61,1,0,0,0,0,0,0,0,0,0,0,7.02,171.24
Willis Towers Watson Public Lim,WLTW,713354,73.85,0.013604913317266579,534802,1.68,1490000000,3.04,0.15621301775147933,17360000000,0.0717561999533547,1.35,42.14,-0.006063904221410232,0.0155,1.74,15.16,13.11,2.24,0,0,0,1,0,0,0,0,0,0,0,5.06,126.16
"Waste Management, Inc. Common S",WM,1536760,12.06,0.0044137931034481815,1322130,2.36,3710000000,2.65,0.09148264984227139,31860000000,0.04137931034482767,2.19,27.34,-0.0013793103448275223,0.045,6.01,22.85,20.94,2.34,0,0,0,0,0,1,0,0,0,0,0,2.79,69.33
"Wal-Mart Stores, Inc. Common St",WMT,8992210,25.52,0.008436521975778887,6627986,2.79,32840000000,4.38,0.05092592592592582,224110000000,0.01265478296366851,3.84,16.87,0.0006803646754662829,0.0587,2.88,17.10,16.28,0.46,0,1,0,0,0,0,0,0,0,0,0,3.33,69.79
Westrock Company Common Stock,WRK,1589180,38.02,0.025124626121635057,2180740,3.24,2160000000,0.54,0.23484848484848464,12720000000,0.16271186440677976,2.04,94.11,-0.005782652043868408,-0.005699999999999999,1.32,19.18,15.53,0.89,0,0,0,0,0,0,0,1,0,0,0,1.85,50.92
Western Union Company (The) Com,WU,6206870,1.87,0.019497178040020657,4696799,3.62,1370000000,0.51,0.04117647058823537,9460000000,0.007183170856849719,1.64,38.57,-0.0020523345305284435,-0.0401,10.40,11.57,11.11,1.73,0,0,0,0,0,0,1,0,0,0,0,9.80,20.49
Weyerhaeuser Company Common Sto,WY,4021920,12.26,0.009725400457665798,2657614,3.60,1590000000,1.40,0.32352941176470584,26040000000,0.010869565217391353,6.75,24.85,-0.005148741418764313,0.09,2.85,34.08,25.75,4.10,0,0,0,0,0,0,0,0,1,0,0,4.96,31.89
Wyndham Worldwide Corp Common,WYN,1094720,6.76,0.017763607378729247,990052,2.38,1310000000,5.53,0.11451612903225805,9260000000,0.033135959918014324,1.09,15.96,-0.0012525620587565678,0.1483,12.99,14.23,12.77,1.79,1,0,0,0,0,0,0,0,0,0,0,3.35,76.85
"Wynn Resorts, Limited",WYNN,2409570,1.55,0.019539427773900987,1753083,1.76,950590000,2.38,0.16083916083916083,11780000000,-0.03794487090020926,3.31,48.69,-0.005582693649685999,0.1801,73.77,27.01,23.27,2.61,1,0,0,0,0,0,0,0,0,0,0,3.48,98.20
Xcel Energy Inc. Common Stock,XEL,2556710,21.73,0.006654835847382369,2284464,3.21,3650000000,2.21,0.11363636363636354,22880000000,0.35581188997338065,3.63,20.43,0.0004436557231588534,0.08779999999999999,2.07,19.44,18.41,2.06,0,0,0,0,0,0,0,0,0,0,1,3.42,41.46
XL Group Ltd.,XL,1539140,40.99,0.009343496434718353,1195148,2.20,1100000000,1.56,0.26645768025078365,10700000000,0.04843865256946156,0.41,25.88,-0.005409392672731661,0.0702,0.99,12.66,10.00,1.02,0,0,0,1,0,0,0,0,0,0,0,5.61,37.73
"Xilinx, Inc.",XLNX,2518750,9.97,0.017885888034340908,2670237,2.37,767130000,2.28,0.05701754385964919,14060000000,0.07905562511178688,2.82,24.78,-0.005186907529958873,0.0045000000000000005,5.61,24.78,23.44,6.02,0,0,0,0,0,0,1,0,0,0,0,7.86,56.24
Exxon Mobil Corporation Common,XOM,12572100,40.34,0.009683746016180338,8821414,3.66,23240000000,1.88,0.1832061068702291,336070000000,0.06754106398627124,0.61,43.18,-0.0031870556508949432,-0.049,2.02,20.62,17.43,1.71,0,0,1,0,0,0,0,0,0,0,0,2.18,85.23
DENTSPLY SIRONA Inc.,XRAY,1568860,35.26,0.00833199807723115,948068,0.57,779500000,1.94,0.12982456140350873,14270000000,0.07883352026918766,2.58,32.03,-0.004806921967633326,0.0382,1.77,21.80,19.30,3.83,0,0,0,0,1,0,0,0,0,0,0,4.02,59.85
Xylem Inc. Common Stock New,XYL,1568810,12.21,0.012131014961585147,1116413,1.47,615000000,1.45,0.14410480349344978,8820000000,0.11200970481196926,1.52,33.88,-0.006267691063485681,-0.0124,4.05,21.45,18.75,2.35,0,0,0,0,0,1,0,0,0,0,0,2.39,49.75
"Zimmer Biomet Holdings, Inc. Co",ZBH,1117190,48.20,0.01419610432485968,953037,0.80,2800000000,1.51,0.09196740395809089,24050000000,0.1101023440079234,1.43,79.19,-0.004787058435127056,0.0482,2.51,13.92,12.75,3.17,0,0,0,0,1,0,0,0,0,0,0,3.66,114.08
Zions Bancorporation,ZION,2522500,34.10,0.02339472374315574,2300718,0.81,0.00,1.99,0.19758064516129048,8060000000,0.14907914385266308,1.31,20.02,-0.009208561473369792,-0.0069,1.18,16.06,13.41,3.55,0,0,0,1,0,0,0,0,0,0,0,7.84,40.11
Zoetis Inc. Class A Common Stoc,ZTS,3406740,3.02,0.011028037383177635,2194420,0.79,1700000000,1.65,0.14224137931034497,26340000000,0.11887850467289729,1.71,32.45,-0.005607476635513975,0.0206,17.73,23.08,20.21,5.38,0,0,0,0,1,0,0,0,0,0,0,1.77,52.47
