.Name,.Symbol,AverageDailyVolume,BookValue,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,MarketCapitalization,OneyrTargetOverCurrent,PEGRatio,PERatio,PercentChange,PercentChangeAfterHours,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearHigh,PercentChangeFromYearLow,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume
"Skyworks Solutions, Inc.",SWKS,2435910,19.81,1.21,1370000000.0,6.21,1.49,7.07,4.73,85.01,17040000000.0,1.0059769615301022,1.01,19.49,0.0036,0.002396514161220109,0.08380000000000001,0.19190000000000002,-0.025,0.6132,4.63,14.84,13.03,5.18,3.47,0,77.30,1562561
Synchrony Financial Common Stoc,SYF,6127950,17.37,1.42,0.00,3.05,0.74,3.39,2.71,36.38,30470000000.0,1.1494776319314224,1.13,13.76,-0.0011,0.000267952840300012,0.024700000000000003,0.18350000000000002,-0.0204,0.6034,2.15,12.22,11.00,4.37,1.42,1,31.50,4296926
Stryker Corporation Common Stoc,SYK,1434800,25.50,1.38,3110000000.0,6.41,1.52,7.04,4.35,121.89,46830000000.0,1.0501202886928627,2.01,28.75,-0.0016,-0.004470700942040606,0.026000000000000002,0.0731,-0.0171,0.3056,4.91,19.51,17.76,4.14,4.59,1,116.54,63139
Symantec Corporation,SYMC,7425730,6.38,1.03,875000000.0,1.19,0.39,1.76,3.32,26.56,17680000000.0,1.0203152364273205,1.61,8.61,-0.0038,-0.00453277545327746,0.0757,0.1522,-0.026600000000000002,0.7701,4.49,24.01,16.23,4.70,2.26,0,24.80,4371514
Sysco Corporation Common Stock,SYY,3539950,4.58,2.51,3000000000.0,2.48,0.72,2.75,1.83,53.76,28500000000.0,1.0323132484318571,1.78,28.76,0.0004,-0.0022757443580504466,-0.0187,0.013000000000000001,-0.0757,0.2545,11.51,21.27,19.18,0.54,3.81,1,52.07,4361148
AT&T Inc.,T,21380600,20.06,4.82,50560000000.0,2.95,0.76,3.04,2.10,41.52,252440000000.0,1.0388588293162815,1.64,19.58,0.0091,-0.002208588957055335,-0.0096,0.0192,-0.06309999999999999,0.1391,2.03,13.94,13.53,1.53,4.22,1,40.34,23322451
Molson Coors Brewing Company Cl,TAP,1560040,46.16,1.71,605500000.0,6.53,2.17,6.87,2.77,97.08,21280000000.0,1.1854545454545455,2.03,35.75,-0.004699999999999999,-0.005025125628140725,0.02,-0.019799999999999998,-0.1173,0.17559999999999998,2.16,15.17,14.41,6.22,2.13,1,101.03,2634823
Teradata Corporation Common Sto,TDC,1613390,7.46,0,449000000.0,1.43,0.38,1.46,0.95,29.12,4110000000.0000005,0.9362107267534115,4.55,33.25,0.001,-0.0015842839036754874,0.0849,0.0766,-0.0519,0.3307,4.23,22.09,21.64,1.77,14.24,1,29.34,1281637
TE Connectivity Ltd. New Switze,TEL,1515410,24.86,1.97,2630000000.0,4.43,1.12,4.77,5.72,71.81,26770000000.0,1.0565488014832471,2.12,13.18,-0.0009,0.0011933174224343368,0.049400000000000006,0.1391,-0.0149,0.39799999999999996,3.03,17.01,15.80,2.15,1.62,1,66.15,565019
TEGNA Inc,TGNA,1764450,10.27,2.37,1160000000.0,2.25,0.41,1.88,2.02,22.38,5220000000.0,1.0412328196584755,1.06,12.06,0.0075,-0.005797101449275255,0.0873,0.1315,-0.0414,0.35850000000000004,2.35,10.81,12.94,1.59,3.63,1,21.50,1803028
Target Corporation Common Stock,TGT,5934510,19.64,3.65,7470000000.0,5.05,1.33,5.34,5.62,67.42,36930000000.0,1.1270229007633588,2.50,11.70,0.0015,-0.0022848438690024064,-0.0248,-0.0699,-0.2186,0.0446,3.34,13.02,12.31,0.52,5.48,1,70.69,3974019
Tiffany & Co. Common Stock,TIF,1888250,23.37,2.21,934800000.0,3.66,0.69,3.88,3.57,79.18,10360000000.0,1.0130183220829316,2.98,23.31,0.0033,0.0,0.0512,0.1105,-0.0259,0.4606,3.55,22.74,21.45,2.59,6.66,1,74.95,1380439
"TJX Companies, Inc. (The) Commo",TJX,3495490,6.64,1.35,4480000000.0,3.52,0.81,3.79,3.41,75.69,51060000000.0,1.0838445807770962,2.27,22.94,0.0032,0.002049180327868827,0.0348,0.026099999999999998,-0.0635,0.115,11.76,22.25,20.67,1.56,2.98,1,76.34,2649465
Torchmark Corporation Common St,TMK,485932,42.78,0.75,863000000.0,4.69,1.16,5.03,4.49,74.15,9140000000.0,0.9499869075674261,2.22,17.14,0.0108,0.002756990941315429,0.0382,0.1301,-0.0008,0.5809000000000001,1.78,16.42,15.31,2.30,4.26,1,68.13,328873
Thermo Fisher Scientific Inc Co,TMO,2046140,54.58,0.39,4550000000.0,9.16,2.26,10.10,5.09,147.27,62200000000.0,1.1041600102242954,1.63,30.96,0.0022,-0.005022889114954188,0.0702,0.0538,-0.019,0.2357,2.88,17.21,15.61,3.40,2.12,1,149.57,656844
"TripAdvisor, Inc.",TRIP,2019090,10.85,0,182000000.0,1.54,0.33,1.55,0.83,51.23,7680000000.0,0.9954137206191478,6.71,63.34,0.0098,0.0026825062272466393,0.0287,-0.0699,-0.26489999999999997,0.1549,4.81,34.22,34.00,5.16,6.89,0,56.66,6553366
"T. Rowe Price Group, Inc.",TROW,1907970,20.46,3.09,1930000000.0,4.82,1.21,5.07,4.75,71.79,17420000000.0,1.026033471606351,1.83,15.06,0.0242,0.0007157171485827618,-0.0034000000000000002,0.02,-0.0943,0.1363,3.41,14.84,14.11,4.03,4.33,0,70.14,2266420
"The Travelers Companies, Inc. C",TRV,1580610,83.05,2.24,5240000000.0,9.51,2.16,9.94,10.28,118.59,33710000000.0,1.0089515126398674,2.21,11.73,0.0027,0.0034098469727212866,0.0166,0.0404,-0.0206,0.1654,1.45,12.69,12.13,1.22,3.71,1,115.87,612861
Tractor Supply Company,TSCO,1487870,11.08,1.29,837040000.0,3.50,1.30,3.91,3.27,74.81,9540000000.0,1.1359051254089423,1.62,22.24,-0.0091,-0.0005449591280655142,-0.0278,-0.0226,-0.2521,0.1826,6.63,20.78,18.60,1.42,3.41,0,74.41,1892373
"Tyson Foods, Inc. Common Stock",TSN,3900670,26.01,1.38,3780000000.0,5.01,1.18,5.00,4.96,63.09,23980000000.0,1.0818335640670664,1.04,13.18,0.0051,0.00015384615384617106,0.0355,-0.0406,-0.1521,0.1725,2.50,13.04,13.07,0.65,4.72,1,68.10,2342923
Tesoro Corporation Common Stock,TSO,2626020,69.58,2.52,2340000000.0,6.20,2.11,6.98,6.12,83.79,10280000000.0,1.2000907441016333,-0.60,14.37,0.0,0.0017043517782069362,0.0504,0.0697,-0.0587,0.2981,1.26,14.20,12.61,0.42,3.11,1,82.27,1416429
"Total System Services, Inc. Com",TSS,1309130,11.43,0.75,975100000.0,3.12,0.80,3.46,1.73,52.33,9970000000.0,1.0904206040392812,1.48,31.36,0.0046,-0.0007406035919274023,0.0368,0.09179999999999999,-0.0403,0.3208,4.72,17.39,15.68,2.38,1.00,1,49.70,552384
Time Warner Inc. New Common Sto,TWX,4272650,31.52,1.67,8340000000.0,5.95,1.31,6.56,4.95,95.81,74390000000.0,1.095505617977528,1.43,19.45,-0.0003,-0.0028011204481792618,0.0058,0.1065,-0.0102,0.522,3.06,16.19,14.69,2.54,1.33,1,87.09,1349903
Texas Instruments Incorporated,TXN,5409200,10.52,2.66,5710000000.0,3.67,0.90,3.94,3.48,75.37,75370000000.0,1.0768010575016522,2.06,21.76,0.0004,0.00013220518244327906,0.004,0.0557,-0.0478,0.47479999999999994,7.19,20.62,19.21,5.63,2.25,0,71.67,5731485
Textron Inc. Common Stock,TXT,1738750,20.41,0.16,1590000000.0,2.64,0.63,3.02,3.53,48.80,13430000000.0,1.0629697339020923,2.10,13.94,-0.0008,0.0006097560975608651,0.0073,0.12789999999999999,-0.0348,0.5838,2.41,18.62,16.28,0.97,1.67,1,43.59,1039849
"Under Armour, Inc. Class C Comm",UA,4442490,4.64,0,565090000.0,0.41,-0.02,0.53,0.45,23.37,8700000000.0,1.1886304909560723,9.41,44.23,0.0232,-0.0030911901081915882,-0.15,-0.3209,-0.5702,0.1176,4.18,48.44,37.47,1.76,1.58,1,29.24,7106601
"Under Armour, Inc. Class A Comm",UAA,5676270,4.64,0,565090000.0,0.42,-0.03,0.52,0.45,26.68,9590000000.0,1.0870982766651143,2.48,48.75,0.006,-0.013327205882353033,-0.1794,-0.3504,-0.5434,0.0709,4.69,52.12,42.10,1.98,7.12,1,33.70,5644110
United Continental Holdings,UAL,3522770,26.55,0.00,6940000000.0,6.76,2.17,8.11,6.85,73.06,24030000000.0,1.134812060034533,-1.66,11.06,0.0273,0.021019799294819785,0.0369,0.23879999999999998,-0.0137,1.0249,2.78,11.21,9.34,0.64,4.00,1,61.15,5001353
"UDR, Inc. Common Stock",UDR,1623760,11.40,3.31,608650000.0,0.28,0.05,0.23,1.08,35.55,9420000000.0,1.0394774211871627,-3.69,32.65,-0.0028000000000000004,-0.004242081447963786,-0.008199999999999999,0.0026,-0.0868,0.0753,3.10,125.93,153.30,9.80,3.96,1,35.17,1160198
"Universal Health Services, Inc.",UHS,1109770,45.33,0.34,1700000000.0,7.34,2.18,8.10,7.10,112.62,11870000000.0,1.113305785123967,1.97,17.24,0.0092,-0.002473206924979321,0.08689999999999999,0.0315,-0.1242,0.2275,2.68,16.68,15.11,1.22,2.95,1,118.68,856142
"Ulta Beauty, Inc.",ULTA,736219,23.30,0.00,797090000.0,6.41,1.80,8.01,5.97,266.08,17030000000.000002,1.1111111111111112,2.00,45.87,0.008,-0.0017313784719662495,0.028399999999999998,0.0759,-0.0179,0.8644,11.65,42.69,34.16,3.72,3.30,0,254.35,520093
UnitedHealth Group Incorporated,UNH,3728330,40.2040,1.5600,14510000000.0,9.5100,2.3200,10.6400,7.2500,161.2390,155830000000.0,1.1369787181695163,1.0700,22.5972,0.0042899999999999995,-0.003371544167228513,0.016069,0.101489,-0.003589,0.42213500000000004,4.0576,17.2271,15.3975,0.8394,1.9600,1,148.7350,1147250
Unum Group Common Stock,UNM,1429420,39.02,1.69,1610000000.0,4.10,1.02,4.39,3.95,45.47,11250000000.0,0.9545173904095493,1.67,12.39,0.0095,0.0018556701030929545,0.0767,0.23870000000000002,0.0,0.8351000000000001,1.24,11.94,11.15,1.01,2.82,1,39.53,409657
Union Pacific Corporation Commo,UNP,3740000,24.43,2.23,9310000000.0,5.64,1.33,6.33,5.07,106.34,89340000000.0,1.0378070094747494,1.71,21.65,0.005699999999999999,-0.004122389153536132,0.0323,0.1101,-0.0144,0.4244,4.47,19.46,17.34,4.45,1.80,1,98.89,3352946
"United Parcel Service, Inc. Com",UPS,2904330,0.49,3.09,7690000000.0,5.95,1.48,6.47,3.87,112.33,94630000000.0,1.0527234316156884,2.14,28.17,0.0003,-0.0011010184420587876,-0.0294,-0.021099999999999997,-0.09480000000000001,0.1436,220.63,18.32,16.85,1.55,3.92,1,111.37,2843007
"Urban Outfitters, Inc.",URBN,2750920,10.73,0,497690000.0,1.88,0.27,1.98,1.92,27.09,3180000000.0,1.1161103047895502,1.28,14.21,-0.0098,-0.001810938065918144,0.009399999999999999,-0.157,-0.3299,0.1439,2.57,14.54,13.81,0.91,4.31,0,32.43,1585807
"United Rentals, Inc. Common Sto",URI,1755340,19.57,0,1720000000.0,9.13,2.23,10.13,6.45,117.20,10890000000.0,0.9638910505836575,1.06,20.03,0.003,-0.002251727618603816,0.10220000000000001,0.3851,-0.015300000000000001,1.7691,6.58,14.15,12.75,1.88,3.75,1,93.26,1135234
U.S. Bancorp Common Stock,USB,6919910,24.63,2.09,0.00,3.49,0.87,3.84,3.24,52.26,93570000000.0,0.989396709323583,2.77,17.02,0.0108,0.002749770852429112,0.055099999999999996,0.1681,-0.0042,0.47119999999999995,2.21,15.80,14.36,4.68,2.78,1,47.21,8029414
United Technologies Corporation,UTX,2997980,34.10,2.36,10040000000.0,6.55,1.76,7.01,6.12,110.58,90180000000.0,1.0611895977683794,2.32,18.29,0.009000000000000001,0.0019835902984401965,0.012,0.049800000000000004,-0.008199999999999999,0.2801,3.25,17.09,15.96,1.56,2.02,1,106.60,2624996
Visa Inc.,V,10028700,11.20,0.76,11010000000.0,3.32,0.82,3.88,2.58,82.76,203450000000.0,1.1250287290278098,1.62,33.93,0.009899999999999999,0.0039224734656204685,0.057699999999999994,0.07690000000000001,0.0,0.2581,7.74,26.37,22.56,12.61,4.88,1,81.29,8049742
"Varian Medical Systems, Inc. Co",VAR,864736,18.45,0.00,633200000.0,3.91,0.97,4.28,3.51,85.80,7580000000.0,1.0334910358565739,2.33,23.10,0.006500000000000001,-0.0034739454094292466,-0.0546,-0.11699999999999999,-0.1367,0.22760000000000002,4.37,20.75,18.95,2.34,5.32,1,91.87,633798
V.F. Corporation Common Stock,VFC,3635930,11.78,3.34,2009999999.9999998,3.12,0.63,3.32,2.63,51.61,20900000000.0,1.0909450375642546,2.22,19.18,-0.0069,-0.005700805976017298,-0.021099999999999997,-0.09759999999999999,-0.24710000000000001,0.051399999999999994,4.32,16.19,15.22,1.70,5.81,1,55.99,5715346
Viacom Inc.,VIAB,4237850,11.23,1.83,2860000000.0,3.84,1.14,4.13,3.48,40.19,17730000000.0,1.0549251021334543,2.69,12.81,0.009300000000000001,-0.004293785310734433,0.1112,0.15460000000000002,-0.0435,0.3159,3.94,11.63,10.81,1.39,2.29,0,38.68,4021106
Valero Energy Corporation Commo,VLO,4792820,44.89,4.15,5550000000.0,5.26,1.74,6.25,4.94,67.03,30670000000.0,1.0807380073800739,0.60,13.72,0.0021,0.0019225081336882166,0.0109,0.1185,-0.051,0.4454,1.51,12.88,10.84,0.40,2.95,1,60.58,2572705
Vulcan Materials Company (Holdi,VMC,1284820,34.49,0.65,947950000.0,4.01,1.21,5.40,3.09,126.45,16320000000.0,1.1246131291741326,1.41,39.85,0.003,0.0003258921297051298,-0.0264,0.0233,-0.1091,0.3344,3.56,30.70,22.80,4.53,2.58,1,120.31,1331624
Vornado Realty Trust Common Sto,VNO,910239,27.92,2.67,1210000000.0,1.93,0.50,2.10,2.12,105.80,20610000000.0,1.0174439955930958,3.56,51.41,0.0001,-0.0010088966339539818,0.030600000000000002,0.0796,-0.0028000000000000004,0.32780000000000004,3.90,56.50,51.92,8.32,4.97,1,101.00,881307
"Verisk Analytics, Inc.",VRSK,685331,8.77,0,1030000000.0,3.09,0.81,3.35,3.47,82.45,14030000000.0,1.0385072498217256,2.81,24.14,-0.0155,-0.011164649194970067,0.0161,0.0203,-0.0259,0.2509,9.71,27.11,25.01,6.27,6.75,0,82.11,762583
"Ventas, Inc. Common Stock",VTR,1974140,29.56,5.02,1860000000.0,1.77,0.44,1.89,1.86,61.85,21830000000.0,1.027194268034522,5.05,33.21,0.0006,-0.003731343283582156,-0.0028000000000000004,-0.0634,-0.19690000000000002,0.22649999999999998,2.09,34.85,32.63,6.34,4.68,1,65.86,1263503
Verizon Communications Inc. Com,VZ,15426800,5.53,4.72,42990000000.0,3.86,1.01,3.99,3.21,50.96,196020000000.0,1.088125,6.45,14.98,-0.0039000000000000003,-0.005593536357986428,-0.0565,-0.057699999999999994,-0.1558,0.045,8.74,12.46,12.05,1.56,1.57,1,51.02,19297054
Waters Corporation Common Stock,WAT,676406,28.64,0.00,731200000.0,7.01,1.65,7.62,6.41,142.51,12330000000.0,1.0401735068401736,2.55,23.93,0.0195,-0.004120422675616409,0.0765,0.039900000000000005,-0.056100000000000004,0.2899,5.25,21.88,20.13,5.58,2.93,1,147.52,882829
"Walgreens Boots Alliance, Inc.",WBA,3932990,27.175,1.800,7890000000.0,5.000,1.330,5.520,3.779,82.562,90950000000.0,1.129090040601863,1.330,22.296,0.00555,-0.0005967299200383414,0.02051,0.024489999999999998,-0.04256,0.11242,3.083,16.851,15.264,0.774,2.080,0,82.241,891507
"WEC Energy Group, Inc. Common S",WEC,1575080,28.29,3.59,2440000000.0,3.10,0.60,3.29,2.96,58.26,18000000000.0,1.045510455104551,2.78,19.27,-0.0058,-0.007845188284518856,-0.0212,-0.031,-0.13720000000000002,0.06280000000000001,2.03,18.40,17.33,2.42,9.25,1,58.86,2095713
Wells Fargo & Company Common St,WFC,22264100,35.2060,2.6700,0.00,4.1900,1.0400,4.5900,3.9900,55.6621,295230000000.0,1.0025817555938037,1.9200,14.7510,0.015114,0.002069679199724117,0.057386,0.161249,-6.3e-05,0.351465,1.6469,14.0468,12.8227,3.4419,1.1700,1,50.6836,13410946
"Whole Foods Market, Inc.",WFM,4838740,10.34,1.85,1370000000.0,1.35,0.35,1.36,1.38,30.47,9780000000.0,0.9375,-321.43,22.18,0.011200000000000002,0.0006583278472678256,0.008199999999999999,0.0229,-0.1366,0.11019999999999999,2.94,22.76,22.59,0.61,7.11,0,30.03,4748890
Whirlpool Corporation Common St,WHR,838002,64.50,2.29,2180000000.0,15.61,3.62,17.58,11.50,180.09,13100000000.0,1.1410432395332875,0.84,15.40,0.0125,-0.0001715560130383098,-0.0169,0.0279,-0.08779999999999999,0.2879,2.71,11.34,10.07,0.62,4.13,1,172.24,715990
Willis Towers Watson Public Lim,WLTW,716690,72.64,1.71,1690000000.0,8.45,1.75,9.77,2.26,125.01,17180000000.0,1.1005041209890374,1.34,55.50,0.0021,-0.0015978269553407198,0.0034000000000000002,0.0055000000000000005,-0.059699999999999996,0.16920000000000002,1.72,14.84,12.84,2.17,4.92,0,124.75,490791
"Waste Management, Inc. Common S",WM,1711050,12.12,2.40,3650000000.0,2.92,0.64,3.17,2.49,70.00,31540000000.0,1.0419026047565119,2.28,28.63,0.0069,-0.0031047135196161646,0.0192,0.0683,-0.006,0.313,5.84,24.43,22.51,2.34,2.54,1,66.79,1499012
"Wal-Mart Stores, Inc. Common St",WMT,8740420,25.23,2.94,33009999999.999996,4.32,0.96,4.34,4.61,67.77,211100000000.0,1.095132743362832,5.61,14.90,0.0004,-0.012525487911447697,0.013600000000000001,-0.0222,-0.0864,0.1017,2.72,15.90,15.83,0.44,3.60,1,70.25,8563295
Westrock Company Common Stock,WRK,1553590,38.02,3.05,2160000000.0,2.59,0.80,2.92,0.54,52.83,13530000000.0,1.0706674144699944,4.17,100.11,0.0064,-0.0005605381165919576,0.0195,0.09720000000000001,-0.0403,0.7624,1.41,20.80,18.45,0.95,1.74,1,49.09,2022245
Western Union Company (The) Com,WU,5134170,1.87,3.55,746900000.0,1.70,0.42,1.78,0.51,20.86,9430000000.0,0.9826972010178117,1.66,38.41,-0.0046,-0.0015243902439024959,-0.060899999999999996,-0.0576,-0.13699999999999998,0.1483,10.50,11.52,11.01,1.75,8.76,1,20.79,5105131
Weyerhaeuser Company Common Sto,WY,4308690,12.26,3.74,1570000000.0,0.99,0.27,1.32,1.40,31.34,25200000000.0,1.0348348348348348,6.73,24.06,0.0111,0.00030039050765995334,0.0742,0.0788,-0.01,0.506,2.71,34.00,25.50,3.90,3.17,1,31.20,4667902
Wyndham Worldwide Corp Common,WYN,957168,7.36,2.45,1270000000.0,5.70,1.22,6.25,5.21,78.77,9240000000.0,1.0588450738615554,1.11,16.44,0.04769999999999999,0.0013447432762836442,0.08800000000000001,0.1844,-0.0052,0.369,11.12,15.04,13.71,1.71,6.40,1,72.36,4271558
Xcel Energy Inc. Common Stock,XEL,2377470,21.63,3.24,3640000000.0,2.20,0.40,2.45,2.21,41.06,21140000000.0,1.4727710843373494,3.16,18.85,-0.0026,-0.005273250239693161,0.013300000000000001,0.0167,-0.0839,0.095,1.93,17.94,16.98,1.91,4.34,1,40.93,1918452
XL Group Ltd.,XL,1790320,40.98,1.99,875660000.0,3.49,0.95,4.07,1.56,38.03,10860000000.0,1.0327950310559006,0.41,25.91,0.004,-0.00024838549428707335,0.0629,0.1308,-0.002,0.33270000000000005,0.98,11.58,9.93,1.03,5.30,1,35.74,1308239
"Xilinx, Inc.",XLNX,2875780,9.97,2.22,767130000.0,2.28,0.58,2.42,2.28,58.59,14670000000.0,1.0173557937723328,2.93,25.84,0.0029,0.0003404255319150451,0.005699999999999999,0.08039999999999999,-0.0533,0.41869999999999996,5.90,25.84,24.35,6.33,3.77,0,54.53,2528666
Exxon Mobil Corporation Common,XOM,11169500,41.14,3.64,26890000000.0,4.15,1.03,4.87,1.88,85.63,344950000000.0,1.0717570183930298,1.03,44.23,0.0040999999999999995,-0.0021733880705142594,-0.028900000000000002,-0.0403,-0.1297,0.0438,2.01,20.04,17.08,1.68,2.42,1,86.65,11768513
DENTSPLY SIRONA Inc.,XRAY,1565230,36.028,0.530,727000000.0,2.760,0.680,2.940,1.914,57.571,13940000000.0,1.1279596977329975,2.170,31.544,0.010629999999999999,-0.003180448610646258,0.0487,0.01869,-0.08285999999999999,0.09773,1.658,21.875,20.536,4.033,4.320,0,59.267,1477426
Xerox Corporation Common Stock,XRX,13737400,4.74,4.25,2160000000.0,0.85,0.22,0.86,0.58,7.22,7580000000.0,1.1283422459893047,-78.09,12.88,-0.0013,0.0,0.0345,-0.17420000000000002,-0.3442,0.1563,1.58,8.79,8.69,0.70,0.81,1,9.05,10842209
Xylem Inc. Common Stock New,XYL,1486490,12.20,1.50,587000000.0,2.29,0.56,2.61,1.45,48.91,8560000000.000001,1.1428872053872055,1.46,32.88,0.0004,-0.0027282266526756915,-0.0253,-0.048,-0.1331,0.3089,3.91,20.82,18.26,2.27,2.66,1,50.08,1303240
"Zimmer Biomet Holdings, Inc. Co",ZBH,1526580,47.82,0.82,2480000000.0,8.56,2.17,9.38,1.50,113.42,23510000000.0,1.1493662213086673,1.42,78.21,0.0011,-0.0035842293906810374,0.034300000000000004,0.0021,-0.11939999999999999,0.263,2.45,13.70,12.51,3.06,2.45,1,117.06,1160216
Zions Bancorporation,ZION,2647360,34.10,0.73,0.00,2.46,0.60,2.93,1.99,43.08,9200000000.0,1.0156629163909112,2.04,22.76,0.0049,0.005545696539485334,0.0516,0.2608,-0.0048,1.256,1.32,18.41,15.46,4.00,6.38,0,35.93,2690844
Zoetis Inc. Class A Common Stoc,ZTS,3015160,3.21,0.76,1630000000.0,1.94,0.54,2.33,1.39,54.40,27230000000.0,1.0598649388574557,2.10,39.76,0.0024,-0.004180298073427902,0.0138,0.06509999999999999,-0.0239,0.40149999999999997,17.16,28.43,23.67,5.56,3.15,1,51.78,5639895
